Full Name,Date of Birth,Phone,Email,Bed Types Needed,Status,Notes,Pets,Pet name(s) and species,Vehicle,Vehicle Details,VI Score,UniteUs,HMIS,Mailing Address,Employed,ADA Accommodations,Housing Preference,Needs Medical Respite,Date Added
Juan Ortiz,1982-01-27,505-555-7274,juan_ortiz@example.com,"rec6BYXTiszjS4Fiy",Unhoused,"Has ID, needs birth certificate. Health issues - needs regular medical care.",false,,false,,,false,true,true,false,,"Unsheltered by Choice",false,2025-08-25
Scott Gray,1970-03-24,505-555-2390,scott_gray@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,"Has GED, interested in vocational training.",true,Buddy (shepherd mix),false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-02-23
Cynthia Morales,1989-03-03,505-555-9741,cynthia_morales@example.com,,Unhoused,Receives SSI benefits.,false,,false,,,false,false,false,false,,"Seeking Shelter Placement",true,2025-10-06
Jack Herrera,1990-08-05,505-555-2492,jack_herrera@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Health issues - needs regular medical care.,false,,true,2001 Dodge Caravan - needs repairs,,true,true,false,false,,"Seeking Shelter Placement",false,2025-03-26
Arthur Garcia,1972-11-08,505-555-6820,arthur_garcia@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Unhoused,"Has GED, interested in vocational training.",false,,true,1999 Ford Taurus - runs well,,true,false,false,false,,"Seeking Shelter Placement",false,2025-03-19
Adam Graham,1947-08-17,505-555-5968,adam_graham@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,"On Life Link waitlist. Needs assistance with housing applications. Previously housed at shelter, had to leave.",false,,false,,,false,false,true,false,,"Seeking Shelter Placement",true,2025-03-03
Katherine Gonzalez,1962-09-27,505-555-2255,katherine_gonzalez@example.com,"recA2HEjmy46Zz5KE",Unhoused,Working with case manager weekly.,true,Jack (large dog),true,1999 Ford Taurus - fair condition,,false,false,false,true,"Hearing accommodations, Ground floor only","Unsheltered by Choice",false,2025-02-01
Diane Allen,1939-05-03,505-555-4923,diane_allen@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,"Veteran - served in Navy. Previously housed at shelter, had to leave.",false,,false,,,false,true,true,false,,"Seeking Shelter Placement",false,2025-03-01
Barbara Jenkins,1983-03-16,505-555-7857,barbara_jenkins@example.com,"recBTyhWRG9EJWm0V",Unhoused,"Applied for Medicaid, waiting for approval. Chronic health condition requires medication.",false,,false,,,false,false,true,false,"Ground floor only","Seeking Shelter Placement",false,2025-09-23
Joyce Gonzalez,1951-06-09,505-555-1232,joyce_gonzalez@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Exited to Housing,"Working part-time at local restaurant. Willing to work, looking for opportunities.",true,Cooper (cat),true,1995 Chevy van - runs well,,false,false,false,false,,"Seeking Shelter Placement",false,2025-07-16
Jonathan Vargas,1971-09-16,505-555-7163,jonathan_vargas@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Exited to Housing,Chronic health condition requires medication. Waiting for shelter bed.,true,Whiskers (small dog),false,,,false,false,false,false,,"Undecided",false,2025-01-25
Matthew Parker,1989-08-26,505-555-8317,matthew_parker@example.com,"rec6BYXTiszjS4Fiy",Other Exit,"Has GED, interested in vocational training. Applied for Medicaid, waiting for approval. Needs help with disability application.",false,,false,,,false,false,true,false,,"Prefers Outdoor/Tent",false,2025-01-22
Ann Long,1975-05-28,505-555-9941,ann_long@example.com,,Unhoused,Veteran - served in Navy. Mental health support needed.,false,,false,,,true,false,false,false,,"Seeking Shelter Placement",false,2025-11-12
Sandra Jimenez,2002-08-25,505-555-9058,sandra_jimenez@example.com,"recBTyhWRG9EJWm0V",Unhoused,Has family in Albuquerque. Chronic health condition requires medication.,false,,true,2002 Honda Accord - needs repairs,,true,false,true,true,,"Prefers Vehicle",false,2025-04-01
Austin Jimenez,2005-05-02,505-555-3093,austin_jimenez@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Has GED, interested in vocational training. Lost everything in recent fire.",false,,false,,,false,true,true,false,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-01-06
Gloria Barnes,1956-06-02,505-555-7424,gloria_barnes@example.com,"recA2HEjmy46Zz5KE",Placed,Attended last case conferencing meeting. Estranged from family.,false,,false,,86,true,false,true,false,"Grab bars needed","Unsheltered by Choice",true,2025-11-09
Scott Jordan,1987-05-28,505-555-9261,scott_jordan@example.com,"rec6BYXTiszjS4Fiy",Unhoused,"Open to housing opportunities. Connected with HUGS outreach team. Has ID, needs birth certificate.",false,,true,white van - fair condition,,true,false,false,false,,"Prefers Vehicle",false,2025-08-23
Patricia Murphy,1997-10-10,505-555-7484,patricia_murphy@example.com,,Unhoused,Waiting for shelter bed.,false,,false,,,false,false,true,false,,"Staying with Family/Friends",false,2025-03-27
Jacob Wright,1988-11-13,505-555-1521,jacob_wright@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Exited to Housing,Been on streets for over a year. Been on streets for 3 months.,true,Smokey (cat (orange tabby)),false,,,false,false,true,false,,"Prefers Outdoor/Tent",false,2025-05-06
Frank Reyes,1986-05-17,505-555-9447,frank_reyes@example.com,"rec6BYXTiszjS4Fiy",Unhoused,Estranged from family. Prefers to stay in current location. Receives SSI benefits.,true,Bella (large dog),false,,,false,false,true,false,,"Seeking Shelter Placement",true,2025-07-14
Elizabeth Kelly,1942-08-25,505-555-4317,elizabeth_kelly@example.com,"recA2HEjmy46Zz5KE",Placed,"Willing to work, looking for opportunities.",false,,false,,78,false,false,true,false,,"Seeking Shelter Placement",false,2025-06-07
Arthur Cox,2003-04-08,505-555-2400,arthur_cox@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Estranged from family. Previously lived in Denver. Attended last case conferencing meeting.,true,Mittens (cat (gray)),false,,,true,false,true,false,,"Unsheltered by Choice",false,2025-05-08
Kathryn Hamilton,1967-10-08,505-555-3612,kathryn_hamilton@example.com,,Unhoused,Veteran - served in Navy. Waiting for shelter bed.,false,,true,1997 Subaru Outback - poor condition,,true,true,false,true,,"Other",false,2025-07-10
Emma Morales,2000-01-11,505-555-1131,emma_morales@example.com,,Placed,Working part-time at local restaurant.,false,,true,1999 Ford Taurus - needs repairs,95,true,false,false,false,"Grab bars needed","Seeking Shelter Placement",false,2025-06-12
Nathan Cooper,1943-08-14,505-555-7871,nathan_cooper@example.com,"rec9b2J2UTwKTpD5C",Exited to Housing,Attended last case conferencing meeting.,false,,false,,,false,false,false,true,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-08-11
Amy Carter,1974-03-03,505-555-4653,amy_carter@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF",Unhoused,Working part-time at local restaurant.,false,,true,older pickup truck - poor condition,,false,true,true,false,,"Seeking Shelter Placement",false,2025-03-11
Raymond Herrera,2007-06-05,505-555-1423,raymond_herrera@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Exited to Housing,Interested in substance abuse treatment.,true,Shadow (cat (orange tabby)),false,,,false,false,false,true,"Ground floor only","Prefers Vehicle, Seeking Shelter Placement",false,2025-05-03
Larry Carter,1963-04-14,505-555-7036,larry_carter@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,Chronic health condition requires medication. Waiting for shelter bed. Needs assistance with housing applications.,true,Duke (pit bull mix),false,,,false,true,true,false,,"Prefers Vehicle",false,2025-07-05
Elizabeth Martin,1961-11-13,505-555-7883,elizabeth_martin@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,Declined services at this time. Connected with HUGS outreach team.,true,"Sadie (small dog), Jack (small dog)",false,,,false,false,false,false,"Grab bars needed","Seeking Shelter Placement",false,2025-03-21
Alexander Vargas,1958-12-02,505-555-3867,alexander_vargas@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,"Connected with HUGS outreach team. Willing to work, looking for opportunities.",false,,true,1999 Ford Taurus - needs repairs,,false,false,false,false,,"Seeking Shelter Placement",false,2025-06-22
Joyce Gray,1970-07-23,505-555-6650,joyce_gray@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Lost everything in recent fire. Open to housing opportunities. Receives SSI benefits.,true,Rocky (shepherd mix),false,,,true,false,false,false,,"Prefers Outdoor/Tent",false,2025-05-07
Stephanie Morales,1962-12-20,505-555-9248,stephanie_morales@example.com,"recA2HEjmy46Zz5KE",Placed,"Lost everything in recent fire. Applied for Medicaid, waiting for approval.",false,,false,,82,false,false,false,true,,"Staying with Family/Friends",false,2025-02-19
Megan Lee,1936-06-14,505-555-3053,megan_lee@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,Waiting for shelter bed. Been on streets for over a year.,true,Daisy (pit bull mix),false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-11-22
James Butler,1976-03-07,505-555-3100,james_butler@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Recently lost job and housing. Needs assistance with housing applications. Interested in substance abuse treatment.,true,Charlie (cat (gray)),true,RV (older model) - poor condition,,true,false,true,false,"Wheelchair accessible","Seeking Shelter Placement",true,2025-10-10
David Hernandez,1967-12-09,505-555-1095,david_hernandez@example.com,"rec6BYXTiszjS4Fiy",Unhoused,"Needs assistance with housing applications. Previously housed at shelter, had to leave. Lost everything in recent fire.",false,,false,,,false,false,false,false,,"Unsheltered by Choice",false,2025-10-15
Laura Jones,1948-04-01,505-555-5280,laura_jones@example.com,"recA2HEjmy46Zz5KE",Unhoused,Receives SSI benefits. Lost everything in recent fire. Declined services at this time.,true,Simba (shepherd mix),false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-04-22
Robert Aguilar,1997-10-05,505-555-2709,robert_aguilar@example.com,"rec6BYXTiszjS4Fiy, recqysbkrelgYADCo",Unhoused,Working with case manager weekly.,false,,true,2007 Nissan Sentra - not running,,false,true,false,false,"Ground floor only","Prefers Outdoor/Tent",false,2025-12-24
Sharon Torres,1941-03-05,505-555-6508,sharon_torres@example.com,"recA2HEjmy46Zz5KE",Other Exit,Prefers to stay in current location. Working part-time at local restaurant.,false,,false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-08-18
Angela Howard,1944-07-23,505-555-5447,angela_howard@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF",Unhoused,Waiting for shelter bed.,false,,true,2005 Ford F-150 - poor condition,,false,false,false,true,,"Seeking Shelter Placement",true,2025-11-16
Janet Lopez,1939-02-05,505-555-7056,janet_lopez@example.com,"recA2HEjmy46Zz5KE",Placed,Lost everything in recent fire.,false,,true,2003 Toyota Camry - poor condition,82,true,true,true,false,,"Seeking Shelter Placement",false,2025-03-19
Megan Young,1984-04-11,505-555-9285,megan_young@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Health issues - needs regular medical care.,false,,true,2006 Toyota Corolla - not running,,false,false,true,true,"Ground floor only","Prefers Vehicle",false,2025-04-18
Rebecca Medina,1982-12-12,505-555-5999,rebecca_medina@example.com,,Unhoused,Health issues - needs regular medical care. Chronic health condition requires medication.,false,,false,,,false,true,false,false,,"Seeking Shelter Placement",true,2025-03-21
Pamela Howard,1976-07-04,505-555-7352,pamela_howard@example.com,"recBTyhWRG9EJWm0V",Exited to Housing,Receives SSI benefits.,false,,true,RV (older model) - poor condition,,false,false,true,false,,"Other",false,2025-05-13
Ruth Morgan,1939-07-26,505-555-1864,ruth_morgan@example.com,"recA2HEjmy46Zz5KE",Unhoused,Fleeing domestic violence situation. Been on streets for 3 months.,false,,true,white van - fair condition,,false,true,true,false,,"Seeking Shelter Placement",false,2025-11-10
Willie Harris,1965-01-20,505-555-4108,willie_harris@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF",Unhoused,"Connected with HUGS outreach team. Previously housed at shelter, had to leave. Veteran - served in Navy.",false,,false,,,true,true,true,false,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-03-07
Emma Young,1985-10-09,505-555-6123,emma_young@example.com,"recBTyhWRG9EJWm0V",Other Exit,Previously lived in Denver. Prefers to stay in current location.,true,"Patches (cat (orange tabby)), Lucy (cat (gray))",true,2001 Dodge Caravan - runs well,,false,false,false,false,,"Seeking Shelter Placement",false,2025-11-14
Kathleen Moreno,1950-01-15,505-555-3284,kathleen_moreno@example.com,"recA2HEjmy46Zz5KE",Placed,Has family in Albuquerque.,false,,false,,77,true,false,false,false,,"Seeking Shelter Placement",false,2025-11-14
Carl Henderson,1944-03-21,505-555-1323,carl_henderson@example.com,"rec9b2J2UTwKTpD5C",Placed,Mental health support needed. Connected with HUGS outreach team.,false,,false,,79,false,false,false,false,,"Seeking Shelter Placement",true,2025-07-28
Eric Collins,1957-06-24,505-555-4534,eric_collins@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,Receives SSI benefits.,false,,true,2002 Honda Accord - poor condition,,false,false,false,false,,"Seeking Shelter Placement",false,2025-03-21
Willie Griffin,2009-03-21,505-555-2710,willie_griffin@example.com,"rec6BYXTiszjS4Fiy",Unhoused,Been on streets for over a year.,false,,false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-08-28
Kimberly Howard,2001-08-16,505-555-2056,kimberly_howard@example.com,,Placed,Lost everything in recent fire. Declined services at this time. Previously lived in Denver.,false,,false,,74,false,false,true,false,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-06-24
Richard Patel,1936-01-28,505-555-1595,richard_patel@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF",Unhoused,Has family in Albuquerque. Chronic health condition requires medication.,true,"Patches (large dog), Tiger (cat (orange tabby))",false,,,true,false,false,false,,"Undecided",false,2025-01-08
Evelyn Wright,1970-10-27,505-555-4457,evelyn_wright@example.com,,Exited to Housing,Has family in Albuquerque.,true,Cooper (cat),true,2002 Honda Accord - fair condition,,false,false,true,true,,"Seeking Shelter Placement",false,2025-01-12
Angela Brown,1940-05-19,505-555-9958,angela_brown@example.com,"recA2HEjmy46Zz5KE",Other Exit,Been on streets for over a year. On Life Link waitlist.,true,Simba (cat (orange tabby)),true,2004 GMC truck - not running,,false,false,false,false,,"Seeking Shelter Placement",false,2025-01-17
Ruth Williams,1938-07-08,505-555-6383,ruth_williams@example.com,"recA2HEjmy46Zz5KE",Unhoused,"Open to housing opportunities. Fleeing domestic violence situation. Previously housed at shelter, had to leave.",false,,true,RV (older model) - needs repairs,,true,true,false,false,,"Prefers Vehicle",false,2025-07-27
Cynthia Green,2004-06-20,505-555-7063,cynthia_green@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,Working part-time at local restaurant.,false,,true,older pickup truck - not running,,false,false,false,false,,"Prefers Outdoor/Tent",true,2025-12-19
Gabriel Vargas,1967-12-05,505-555-1144,gabriel_vargas@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,Needs assistance with housing applications. Needs help with disability application.,false,,false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-08-17
Janet Garcia,1943-01-06,505-555-4938,janet_garcia@example.com,"recA2HEjmy46Zz5KE",Placed,"Applied for Medicaid, waiting for approval.",false,,false,,89,false,false,false,true,,"Prefers Outdoor/Tent",false,2025-06-11
Elizabeth Perez,1940-11-24,505-555-4764,elizabeth_perez@example.com,"recWhJHWlxhJCUUc8",Placed,"Previously housed at shelter, had to leave. Mental health support needed. Mental health support needed.",false,,true,2002 Honda Accord - poor condition,79,true,false,false,false,"Grab bars needed","Seeking Shelter Placement",false,2025-07-28
Victoria Powell,1968-06-13,505-555-6574,victoria_powell@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Placed,Fleeing domestic violence situation. Working with case manager weekly. Lost everything in recent fire.,false,,false,,96,false,false,false,false,,"Prefers Vehicle, Seeking Shelter Placement",true,2025-02-14
Christina Young,1965-02-14,505-555-2048,christina_young@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Unhoused,Needs help with disability application. Been on streets for 3 months.,false,,false,,,false,false,false,true,"Grab bars needed, Wheelchair accessible","Seeking Shelter Placement",false,2025-05-19
Janet Henderson,1956-06-25,505-555-5670,janet_henderson@example.com,"recA2HEjmy46Zz5KE",Unhoused,Open to housing opportunities. Open to housing opportunities. Working part-time at local restaurant.,false,,false,,,true,true,true,true,,"Seeking Shelter Placement",true,2025-05-22
Shirley Cox,1955-06-22,505-555-5418,shirley_cox@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Placed,Needs assistance with housing applications. Waiting for shelter bed.,false,,true,2003 Toyota Camry - poor condition,91,true,true,false,false,,"Prefers Outdoor/Tent",false,2025-03-04
George Alexander,1936-06-25,505-555-2077,george_alexander@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Declined services at this time.,false,,false,,,true,false,false,false,,"Seeking Shelter Placement",false,2025-09-28
Helen Graham,1936-05-17,505-555-7352,helen_graham@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,"Connected with HUGS outreach team. Previously lived in Denver. Has GED, interested in vocational training.",false,,false,,,false,true,false,false,,"Prefers Outdoor/Tent",false,2025-10-13
Christopher Phillips,1987-04-12,505-555-8205,christopher_phillips@example.com,"recWhJHWlxhJCUUc8",Unhoused,"Fleeing domestic violence situation. Declined services at this time. Applied for Medicaid, waiting for approval.",false,,false,,,false,false,false,false,"Hearing accommodations","Seeking Shelter Placement",false,2025-10-22
Kelly Alvarez,1954-07-28,505-555-1243,kelly_alvarez@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,Attended last case conferencing meeting. Interested in substance abuse treatment.,true,"Daisy (pit bull mix), Lucy (pit bull mix)",false,,,false,false,false,false,,"Prefers Outdoor/Tent",false,2025-09-28
Brandon Miller,1995-03-18,505-555-3105,brandon_miller@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF",Unhoused,Open to housing opportunities.,false,,true,2007 Nissan Sentra - not running,,false,false,true,false,,"Prefers Outdoor/Tent",false,2025-10-12
Bryan Delgado,1969-02-03,505-555-6330,bryan_delgado@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Needs help with disability application. Connected with HUGS outreach team.,false,,false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-08-12
Roy Ramos,2001-05-16,505-555-5458,roy_ramos@example.com,"rec6BYXTiszjS4Fiy, recBTyhWRG9EJWm0V",Unhoused,"Connected with HUGS outreach team. Has GED, interested in vocational training. Working part-time at local restaurant.",false,,true,1999 Ford Taurus - needs repairs,,false,false,true,false,,"Seeking Shelter Placement",false,2025-03-13
Diane Lopez,1942-05-05,505-555-1128,diane_lopez@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,"Willing to work, looking for opportunities. Open to housing opportunities. Chronic health condition requires medication.",false,,false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-04-01
Pamela Gutierrez,1940-05-02,505-555-9687,pamela_gutierrez@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,Attended last case conferencing meeting.,false,,false,,,true,false,false,true,,"Seeking Shelter Placement",false,2025-02-19
Sharon Russell,1985-12-23,505-555-8441,sharon_russell@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Placed,Recently lost job and housing.,false,,false,,81,false,false,true,false,,"Undecided",false,2025-10-02
Maria Ross,1999-09-19,505-555-8530,maria_ross@example.com,,Unhoused,"Has family in Albuquerque. Willing to work, looking for opportunities. Has family in Albuquerque.",false,,false,,,false,false,true,false,,"Prefers Outdoor/Tent",true,2025-08-04
Stephanie Baker,2007-11-11,505-555-7249,stephanie_baker@example.com,,Unhoused,"Applied for Medicaid, waiting for approval. Chronic health condition requires medication.",false,,true,older pickup truck - needs repairs,,false,false,false,false,,"Prefers Vehicle",false,2025-06-01
Laura Kim,1948-03-14,505-555-4163,laura_kim@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,Fleeing domestic violence situation. Been on streets for over a year. Needs assistance with housing applications.,false,,false,,,true,false,false,false,"Visual accommodations","Prefers Vehicle",false,2025-05-19
Tyler Bailey,1988-07-15,505-555-2437,tyler_bailey@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Lost everything in recent fire. Declined services at this time.,true,Duke (cat),true,RV (older model) - fair condition,,true,false,true,false,,"Seeking Shelter Placement",true,2025-09-11
Janet Foster,1972-10-07,505-555-5640,janet_foster@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Needs assistance with housing applications.,false,,false,,,true,false,true,false,,"Seeking Shelter Placement",true,2025-01-14
Ronald Campbell,1937-01-11,505-555-9582,ronald_campbell@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Open to housing opportunities.,false,,true,RV (older model) - not running,,false,false,false,false,,"Seeking Shelter Placement",false,2025-11-14
Sandra Russell,2003-06-01,505-555-7965,sandra_russell@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Working with case manager weekly.,false,,false,,,false,false,false,true,,"Seeking Shelter Placement",true,2025-05-10
Sarah Wood,1965-07-17,505-555-2938,sarah_wood@example.com,,Unhoused,Connected with HUGS outreach team. Estranged from family.,false,,true,2002 Honda Accord - runs well,,true,false,false,false,,"Seeking Shelter Placement",false,2025-06-08
Michelle Allen,2007-03-21,505-555-9334,michelle_allen@example.com,,Unhoused,Needs assistance with housing applications.,false,,false,,,false,false,true,false,,"Unsheltered by Choice",true,2025-05-28
Bryan Peterson,1953-01-09,505-555-3422,bryan_peterson@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Been on streets for 3 months.,true,Duke (cat),false,,,false,false,true,false,,"Prefers Outdoor/Tent",false,2025-02-28
Ryan Scott,1943-01-09,505-555-1038,ryan_scott@example.com,"rec9b2J2UTwKTpD5C",Placed,Attended last case conferencing meeting. Mental health support needed.,true,Bella (cat (gray)),false,,94,false,false,false,true,,"Seeking Shelter Placement",false,2025-12-22
Gregory Moreno,1952-10-02,505-555-6882,gregory_moreno@example.com,"rec9b2J2UTwKTpD5C",Unhoused,"Has family in Albuquerque. Willing to work, looking for opportunities. Connected with HUGS outreach team.",false,,true,1998 Honda Civic - runs well,,true,true,true,false,,"Seeking Shelter Placement",true,2025-11-05
Jose Cooper,1958-03-20,505-555-1908,jose_cooper@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Receives SSI benefits. Mental health support needed.,false,,true,2002 Honda Accord - poor condition,,false,false,true,true,,"Seeking Shelter Placement",false,2025-07-16
Abigail Cooper,1988-02-12,505-555-1200,abigail_cooper@example.com,"recBTyhWRG9EJWm0V",Placed,Previously lived in Denver.,true,"Mittens (large dog), Rocky (small dog)",false,,73,false,false,false,false,,"Seeking Shelter Placement",true,2025-01-18
Willie Gray,2004-01-14,505-555-8034,willie_gray@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF, recqysbkrelgYADCo",Unhoused,"Willing to work, looking for opportunities. Previously housed at shelter, had to leave.",true,Misty (cat),false,,,false,false,true,false,,"Seeking Shelter Placement",true,2025-05-14
Jerry Hill,1945-09-05,505-555-2236,jerry_hill@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Placed,Health issues - needs regular medical care. Has family in Albuquerque. Needs assistance with housing applications.,false,,false,,98,true,false,true,false,"Hearing accommodations","Unsheltered by Choice",true,2025-05-12
Samuel Hughes,1977-04-27,505-555-3986,samuel_hughes@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Placed,"Chronic health condition requires medication. Needs assistance with housing applications. Willing to work, looking for opportunities.",true,Lucy (cat (gray)),false,,84,false,false,true,false,,"Seeking Shelter Placement",false,2025-01-28
Donald Torres,1997-03-24,505-555-4704,donald_torres@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,"Previously housed at shelter, had to leave. Declined services at this time.",false,,true,2006 Toyota Corolla - runs well,,false,true,true,false,,"Seeking Shelter Placement",true,2025-02-10
Robert Rogers,1985-05-04,505-555-3612,robert_rogers@example.com,"rec6BYXTiszjS4Fiy",Unhoused,Needs help with disability application.,false,,true,2003 Toyota Camry - fair condition,,true,false,true,false,,"Seeking Shelter Placement",false,2025-01-04
Paul Hernandez,1987-11-05,505-555-9610,paul_hernandez@example.com,"rec6BYXTiszjS4Fiy, recqysbkrelgYADCo",Placed,Open to housing opportunities. Been on streets for 3 months.,true,"Charlie (cat (orange tabby)), Shadow (large dog)",false,,87,false,false,false,false,,"Prefers Outdoor/Tent",false,2025-08-13
Grace Phillips,1962-10-20,505-555-5781,grace_phillips@example.com,"recA2HEjmy46Zz5KE",Unhoused,Prefers to stay in current location.,false,,false,,,false,true,false,true,,"Unsheltered by Choice",false,2025-12-01
Sarah Patterson,1979-12-15,505-555-8783,sarah_patterson@example.com,"recWhJHWlxhJCUUc8",Placed,Veteran - served in Navy. Interested in substance abuse treatment.,false,,false,,85,true,false,true,false,,"Seeking Shelter Placement",false,2025-06-28
Nicole Perez,1950-06-06,505-555-3533,nicole_perez@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,Open to housing opportunities.,true,Whiskers (cat),true,2003 Toyota Camry - runs well,,false,false,false,false,,"Prefers Vehicle",true,2025-05-22
Thomas Jimenez,1974-02-27,505-555-8330,thomas_jimenez@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Exited to Housing,Connected with HUGS outreach team. Chronic health condition requires medication.,true,Shadow (small dog),false,,,true,false,false,false,"Hearing accommodations","Seeking Shelter Placement",false,2025-03-16
Walter Rogers,1947-10-27,505-555-9872,walter_rogers@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,"Lost everything in recent fire. Applied for Medicaid, waiting for approval. Lost everything in recent fire.",false,,true,white van - poor condition,,false,true,true,true,"Ground floor only","Seeking Shelter Placement",false,2025-11-14
Alan Rodriguez,1981-02-21,505-555-4692,alan_rodriguez@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Exited to Housing,Chronic health condition requires medication. Been on streets for over a year. Fleeing domestic violence situation.,false,,false,,,true,false,false,false,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-11-15
Laura Reynolds,2008-06-22,505-555-9609,laura_reynolds@example.com,,Unhoused,Previously lived in Denver.,false,,false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-06-04
Bruce Perez,1950-03-18,505-555-6490,bruce_perez@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Fleeing domestic violence situation. Estranged from family.,false,,false,,,false,true,false,true,,"Prefers Vehicle",false,2025-10-04
Helen Gomez,1935-10-13,505-555-8547,helen_gomez@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,On Life Link waitlist.,false,,true,1998 Honda Civic - runs well,,false,false,false,false,,"Prefers Outdoor/Tent",true,2025-10-16
